Log generated on :Wed Jan 18 15:29:47 2017

Car name is : ES

UP,PRESSED,15:30:02.878
CTRL,PRESSED,15:30:04.077
RIGHT,PRESSED,15:30:05.199
RIGHT,RELEASED,15:30:05.334
LEFT,PRESSED,15:30:05.757
LEFT,RELEASED,15:30:05.865
RIGHT,PRESSED,15:30:07.714
CTRL,RELEASED,15:30:07.736
RIGHT,RELEASED,15:30:07.822
LEFT,PRESSED,15:30:08.386
LEFT,RELEASED,15:30:08.450
UP,RELEASED,15:30:09.076
LEFT,PRESSED,15:30:09.076
UP,PRESSED,15:30:09.644
LEFT,RELEASED,15:30:09.667
LEFT,PRESSED,15:30:10.073
LEFT,RELEASED,15:30:10.249
LEFT,PRESSED,15:30:10.425
LEFT,RELEASED,15:30:10.746
LEFT,PRESSED,15:30:11.044
LEFT,RELEASED,15:30:11.566
LEFT,PRESSED,15:30:11.753
LEFT,RELEASED,15:30:11.917
LEFT,PRESSED,15:30:12.269
LEFT,RELEASED,15:30:12.564
LEFT,PRESSED,15:30:12.720
LEFT,RELEASED,15:30:12.888
RIGHT,PRESSED,15:30:13.017
RIGHT,RELEASED,15:30:13.255
RIGHT,PRESSED,15:30:13.835
UP,RELEASED,15:30:13.989
UP,PRESSED,15:30:14.474
RIGHT,RELEASED,15:30:14.495
RIGHT,PRESSED,15:30:14.811
RIGHT,RELEASED,15:30:14.936
LEFT,PRESSED,15:30:15.795
LEFT,RELEASED,15:30:16.438
LEFT,PRESSED,15:30:16.725
LEFT,RELEASED,15:30:16.878
RIGHT,PRESSED,15:30:17.032
RIGHT,RELEASED,15:30:17.203
LEFT,PRESSED,15:30:17.554
LEFT,RELEASED,15:30:17.696
RIGHT,PRESSED,15:30:18.628
RIGHT,RELEASED,15:30:18.764
LEFT,PRESSED,15:30:19.233
LEFT,RELEASED,15:30:19.424
LEFT,PRESSED,15:30:19.813
UP,RELEASED,15:30:19.839
LEFT,RELEASED,15:30:20.060
LEFT,PRESSED,15:30:20.197
LEFT,RELEASED,15:30:20.457
LEFT,PRESSED,15:30:20.604
LEFT,RELEASED,15:30:20.721
LEFT,PRESSED,15:30:20.909
LEFT,RELEASED,15:30:20.980
LEFT,PRESSED,15:30:21.174
UP,PRESSED,15:30:21.532
LEFT,RELEASED,15:30:21.585
LEFT,PRESSED,15:30:21.781
LEFT,RELEASED,15:30:21.808
RIGHT,PRESSED,15:30:22.056
RIGHT,RELEASED,15:30:22.252
LEFT,PRESSED,15:30:22.525
LEFT,RELEASED,15:30:22.825
LEFT,PRESSED,15:30:23.011
LEFT,RELEASED,15:30:23.113
LEFT,PRESSED,15:30:23.484
LEFT,RELEASED,15:30:23.565
RIGHT,PRESSED,15:30:23.821
RIGHT,RELEASED,15:30:23.903
RIGHT,PRESSED,15:30:24.825
RIGHT,RELEASED,15:30:25.072
LEFT,PRESSED,15:30:25.566
LEFT,RELEASED,15:30:25.802
LEFT,PRESSED,15:30:27.238
UP,RELEASED,15:30:27.352
LEFT,RELEASED,15:30:27.724
UP,PRESSED,15:30:27.785
LEFT,PRESSED,15:30:28.145
LEFT,RELEASED,15:30:28.300
LEFT,PRESSED,15:30:28.456
LEFT,RELEASED,15:30:28.642
LEFT,PRESSED,15:30:28.968
LEFT,RELEASED,15:30:29.161
LEFT,PRESSED,15:30:29.578
LEFT,RELEASED,15:30:29.700
LEFT,PRESSED,15:30:29.985
LEFT,RELEASED,15:30:30.284
LEFT,PRESSED,15:30:30.447
LEFT,RELEASED,15:30:30.530
LEFT,PRESSED,15:30:30.719
LEFT,RELEASED,15:30:30.821
LEFT,PRESSED,15:30:30.949
LEFT,RELEASED,15:30:31.267
UP,RELEASED,15:30:31.431
UP,PRESSED,15:30:31.665
RIGHT,PRESSED,15:30:31.865
UP,RELEASED,15:30:32.018
RIGHT,RELEASED,15:30:32.118
UP,PRESSED,15:30:32.144
LEFT,PRESSED,15:30:32.220
UP,RELEASED,15:30:32.889
LEFT,RELEASED,15:30:32.920
UP,PRESSED,15:30:33.034
RIGHT,PRESSED,15:30:33.090
RIGHT,RELEASED,15:30:33.198
RIGHT,PRESSED,15:30:33.306
RIGHT,RELEASED,15:30:33.517
LEFT,PRESSED,15:30:33.745
LEFT,RELEASED,15:30:33.824
RIGHT,PRESSED,15:30:35.601
RIGHT,RELEASED,15:30:35.626
RIGHT,PRESSED,15:30:37.928
RIGHT,RELEASED,15:30:38.037
RIGHT,PRESSED,15:30:38.608
UP,RELEASED,15:30:38.608
DOWN,PRESSED,15:30:38.787
DOWN,RELEASED,15:30:38.906
RIGHT,RELEASED,15:30:39.273
UP,PRESSED,15:30:39.338
RIGHT,PRESSED,15:30:40.400
UP,RELEASED,15:30:40.847
RIGHT,RELEASED,15:30:40.963
UP,PRESSED,15:30:41.107
RIGHT,PRESSED,15:30:41.363
RIGHT,RELEASED,15:30:41.474
RIGHT,PRESSED,15:30:41.721
RIGHT,RELEASED,15:30:42.049
RIGHT,PRESSED,15:30:42.954
RIGHT,RELEASED,15:30:43.114
LEFT,PRESSED,15:30:43.852
UP,RELEASED,15:30:43.936
UP,PRESSED,15:30:44.663
LEFT,RELEASED,15:30:44.719
RIGHT,PRESSED,15:30:45.563
RIGHT,RELEASED,15:30:45.928
CTRL,PRESSED,15:30:46.111
LEFT,PRESSED,15:30:46.291
LEFT,RELEASED,15:30:46.421
CTRL,RELEASED,15:30:46.798
RIGHT,PRESSED,15:30:47.046
RIGHT,RELEASED,15:30:47.148
RIGHT,PRESSED,15:30:47.390
RIGHT,RELEASED,15:30:47.509
RIGHT,PRESSED,15:30:47.761
RIGHT,RELEASED,15:30:47.892
RIGHT,PRESSED,15:30:49.849
RIGHT,RELEASED,15:30:50.128
RIGHT,PRESSED,15:30:50.457
RIGHT,RELEASED,15:30:50.673
UP,RELEASED,15:30:50.725
RIGHT,PRESSED,15:30:50.828
RIGHT,RELEASED,15:30:51.205
RIGHT,PRESSED,15:30:51.363
RIGHT,RELEASED,15:30:51.511
UP,PRESSED,15:30:51.609
LEFT,PRESSED,15:30:51.908
LEFT,RELEASED,15:30:52.085
CTRL,PRESSED,15:30:52.112
LEFT,PRESSED,15:30:52.963
LEFT,RELEASED,15:30:53.040
RIGHT,PRESSED,15:30:54.022
RIGHT,RELEASED,15:30:54.222
CTRL,RELEASED,15:30:54.250
LEFT,PRESSED,15:30:55.251
LEFT,RELEASED,15:30:55.378
RIGHT,PRESSED,15:30:55.813
UP,RELEASED,15:30:55.954
RIGHT,RELEASED,15:30:56.240
UP,PRESSED,15:30:56.383
LEFT,PRESSED,15:30:56.498
LEFT,RELEASED,15:30:57.028
RIGHT,PRESSED,15:30:57.750
UP,RELEASED,15:30:58.076
RIGHT,RELEASED,15:30:58.258
UP,PRESSED,15:30:58.309
RIGHT,PRESSED,15:30:58.906
RIGHT,RELEASED,15:30:59.068
LEFT,PRESSED,15:30:59.496
LEFT,RELEASED,15:31:00.134
UP,RELEASED,15:31:00.161
UP,PRESSED,15:31:00.466
LEFT,PRESSED,15:31:00.466
UP,RELEASED,15:31:00.603
DOWN,PRESSED,15:31:00.986
DOWN,RELEASED,15:31:04.721
LEFT,RELEASED,15:31:04.968
UP,PRESSED,15:31:05.073
RIGHT,PRESSED,15:31:05.968
RIGHT,RELEASED,15:31:06.382
CTRL,PRESSED,15:31:06.404
RIGHT,PRESSED,15:31:06.732
CTRL,RELEASED,15:31:07.559
RIGHT,RELEASED,15:31:08.059
RIGHT,PRESSED,15:31:08.262
RIGHT,RELEASED,15:31:08.402
CTRL,PRESSED,15:31:08.538
RIGHT,PRESSED,15:31:08.816
RIGHT,RELEASED,15:31:09.096
CTRL,RELEASED,15:31:11.465
LEFT,PRESSED,15:31:11.491
LEFT,RELEASED,15:31:11.613
LEFT,PRESSED,15:31:12.417
LEFT,RELEASED,15:31:12.775
RIGHT,PRESSED,15:31:13.028
RIGHT,RELEASED,15:31:13.171
RIGHT,PRESSED,15:31:13.511
UP,RELEASED,15:31:13.817
RIGHT,RELEASED,15:31:13.948
UP,PRESSED,15:31:14.148
RIGHT,PRESSED,15:31:14.324
UP,RELEASED,15:31:14.351
UP,PRESSED,15:31:14.503
RIGHT,RELEASED,15:31:14.555
RIGHT,PRESSED,15:31:14.689
UP,RELEASED,15:31:14.792
UP,PRESSED,15:31:15.006
RIGHT,RELEASED,15:31:15.033
LEFT,PRESSED,15:31:15.506
LEFT,RELEASED,15:31:15.617
RIGHT,PRESSED,15:31:15.898
RIGHT,RELEASED,15:31:16.296
RIGHT,PRESSED,15:31:16.444
UP,RELEASED,15:31:16.591
RIGHT,RELEASED,15:31:17.145
UP,PRESSED,15:31:17.336
RIGHT,PRESSED,15:31:17.645
RIGHT,RELEASED,15:31:17.902
RIGHT,PRESSED,15:31:18.230
RIGHT,RELEASED,15:31:18.472
LEFT,PRESSED,15:31:18.883
LEFT,RELEASED,15:31:18.999
LEFT,PRESSED,15:31:19.416
LEFT,RELEASED,15:31:19.585
RIGHT,PRESSED,15:31:20.000
RIGHT,RELEASED,15:31:20.129
RIGHT,PRESSED,15:31:21.177
RIGHT,RELEASED,15:31:21.301
RIGHT,PRESSED,15:31:22.313
RIGHT,RELEASED,15:31:22.421
LEFT,PRESSED,15:31:23.533
LEFT,RELEASED,15:31:23.607
LEFT,PRESSED,15:31:24.447
LEFT,RELEASED,15:31:24.524
LEFT,PRESSED,15:31:25.137
LEFT,RELEASED,15:31:25.237
LEFT,PRESSED,15:31:25.588
LEFT,RELEASED,15:31:25.960
RIGHT,PRESSED,15:31:26.814
RIGHT,RELEASED,15:31:26.913
lap 1,15:31:27.484,--------------------------------------
RIGHT,PRESSED,15:31:28.108
RIGHT,RELEASED,15:31:28.135
RIGHT,PRESSED,15:31:28.577
RIGHT,RELEASED,15:31:28.710
RIGHT,PRESSED,15:31:29.361
RIGHT,RELEASED,15:31:29.464
UP,RELEASED,15:31:30.160
LEFT,PRESSED,15:31:30.262
UP,PRESSED,15:31:31.262
LEFT,RELEASED,15:31:31.263
LEFT,PRESSED,15:31:32.647
